transaction_id,customer_id,market,boutique,channel,category,transaction_date,amount_local,currency,amount_eur,piece_exceptionnelle
TXN005876,CUST03152,Moyen-Orient,Abu Dhabi,Boutique,Accessoires & Parfums,2025-08-27,3280.0,AED,820.0,False
TXN005877,CUST03152,Moyen-Orient,Abu Dhabi,Boutique,Accessoires & Parfums,2026-01-30,3762.26,AED,940.56,False
TXN005878,CUST03152,Moyen-Orient,Abu Dhabi,Événement privé,Accessoires & Parfums,2026-05-29,3978.43,AED,994.61,False
TXN005879,CUST03153,France (siège),Paris Champs-Élysées,Boutique,Accessoires & Parfums,2025-04-09,1033.76,EUR,1033.76,False
TXN005880,CUST03153,France (siège),Paris Champs-Élysées,En ligne,Haute Joaillerie,2025-08-26,122461.49,EUR,122461.49,False
TXN005881,CUST03153,France (siège),Paris Champs-Élysées,Boutique,Accessoires & Parfums,2026-01-03,1175.78,EUR,1175.78,False
TXN005882,CUST03153,France (siège),Paris Champs-Élysées,Boutique,Horlogerie,2026-06-14,38490.68,EUR,38490.68,False
TXN005883,CUST03154,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2025-07-25,92465.96,AED,23116.49,False
TXN005884,CUST03154,Moyen-Orient,Abu Dhabi,Boutique,Accessoires & Parfums,2025-12-10,3058.62,AED,764.66,False
TXN005885,CUST03154,Moyen-Orient,Abu Dhabi,Boutique,Mariage,2026-05-01,55934.39,AED,13983.6,False
TXN005886,CUST03155,Chine,Shanghai,Boutique,Horlogerie,2025-06-27,253133.07,CNY,32907.3,False
TXN005887,CUST03155,Chine,Shanghai,Boutique,Joaillerie,2025-12-06,196955.64,CNY,25604.23,False
TXN005888,CUST03155,Chine,Shanghai,Boutique,Joaillerie,2026-04-02,121020.75,CNY,15732.7,False
TXN005889,CUST03157,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2025-08-27,35087.48,AED,8771.87,False
TXN005890,CUST03157,Moyen-Orient,Abu Dhabi,En ligne,Mariage,2026-02-05,57635.3,AED,14408.83,False
TXN005891,CUST03157,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2026-07-27,48889.92,AED,12222.48,False
TXN005892,CUST03158,Chine,Pékin,Boutique,Mariage,2025-11-29,97311.64,CNY,12650.51,False
TXN005893,CUST03158,Chine,Pékin,Événement privé,Accessoires & Parfums,2026-04-16,3663.65,CNY,476.27,False
TXN005894,CUST03159,Moyen-Orient,Dubaï Mall,Boutique,Joaillerie,2025-12-07,60215.22,AED,15053.8,False
TXN005895,CUST03159,Moyen-Orient,Dubaï Mall,Boutique,Mariage,2026-06-05,64709.38,AED,16177.35,False
TXN005896,CUST03160,Chine,Hong Kong,Boutique,Mariage,2026-01-01,95303.66,CNY,12389.48,False
TXN005897,CUST03160,Chine,Hong Kong,En ligne,Joaillerie,2026-05-28,61035.77,CNY,7934.65,False
TXN005898,CUST03161,France (siège),Paris Vendôme,Boutique,Accessoires & Parfums,2025-05-08,558.04,EUR,558.04,False
TXN005899,CUST03161,France (siège),Paris Vendôme,Boutique,Accessoires & Parfums,2025-09-10,746.82,EUR,746.82,False
TXN005900,CUST03161,France (siège),Paris Vendôme,En ligne,Joaillerie,2026-02-20,21498.99,EUR,21498.99,False
TXN005901,CUST03161,France (siège),Paris Vendôme,Boutique,Joaillerie,2026-07-14,22287.86,EUR,22287.86,False
TXN005902,CUST03162,Chine,Shanghai,Boutique,Mariage,2026-03-18,86151.78,CNY,11199.73,False
TXN005903,CUST03163,Moyen-Orient,Abu Dhabi,Événement privé,Mariage,2025-09-27,27202.24,AED,6800.56,False
TXN005904,CUST03164,Chine,Pékin,Boutique,Horlogerie,2025-10-07,292684.13,CNY,38048.94,False
TXN005905,CUST03164,Chine,Pékin,Boutique,Joaillerie,2026-02-19,142792.22,CNY,18562.99,False
TXN005906,CUST03164,Chine,Pékin,Boutique,Accessoires & Parfums,2026-07-30,5437.15,CNY,706.83,False
TXN005907,CUST03165,USA,Bal Harbour,En ligne,Joaillerie,2026-07-27,13236.59,USD,12177.66,False
TXN005908,CUST03166,Chine,Pékin,En ligne,Horlogerie,2025-03-21,257552.2,CNY,33481.79,False
TXN005909,CUST03166,Chine,Pékin,En ligne,Mariage,2025-10-02,58744.82,CNY,7636.83,False
TXN005910,CUST03166,Chine,Pékin,Événement privé,Accessoires & Parfums,2026-04-11,6079.39,CNY,790.32,False
TXN005911,CUST03167,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2026-03-22,55729.62,AED,13932.41,False
TXN005912,CUST03167,Moyen-Orient,Abu Dhabi,Événement privé,Mariage,2026-07-13,67519.38,AED,16879.84,False
TXN005913,CUST03168,Chine,Shanghai,Boutique,Accessoires & Parfums,2025-10-24,5803.3,CNY,754.43,False
TXN005914,CUST03168,Chine,Shanghai,En ligne,Accessoires & Parfums,2026-03-26,7749.55,CNY,1007.44,False
TXN005915,CUST03169,Moyen-Orient,Abu Dhabi,Boutique,Accessoires & Parfums,2025-08-12,3698.99,AED,924.75,False
TXN005916,CUST03169,Moyen-Orient,Abu Dhabi,En ligne,Horlogerie,2026-02-04,91144.01,AED,22786.0,False
TXN005917,CUST03169,Moyen-Orient,Abu Dhabi,Événement privé,Joaillerie,2026-07-09,45420.89,AED,11355.22,False
TXN005918,CUST03170,Chine,Pékin,Boutique,Joaillerie,2026-03-05,114985.16,CNY,14948.07,False
TXN005919,CUST03171,Chine,Shanghai,Boutique,Mariage,2025-04-13,88284.52,CNY,11476.99,False
TXN005920,CUST03171,Chine,Shanghai,Boutique,Joaillerie,2025-10-26,179305.71,CNY,23309.74,False
TXN005921,CUST03171,Chine,Shanghai,Boutique,Joaillerie,2026-04-02,91160.61,CNY,11850.88,False
TXN005922,CUST03172,Moyen-Orient,Dubaï Mall,Boutique,Joaillerie,2026-05-07,48633.43,AED,12158.36,False
TXN005923,CUST03173,France (siège),Paris Vendôme,Boutique,Joaillerie,2025-01-23,27719.3,EUR,27719.3,False
TXN005924,CUST03174,Moyen-Orient,Abu Dhabi,Boutique,Accessoires & Parfums,2026-05-05,2957.09,AED,739.27,False
TXN005925,CUST03175,France (siège),Cannes,Boutique,Accessoires & Parfums,2025-02-01,872.06,EUR,872.06,False
TXN005926,CUST03175,France (siège),Cannes,En ligne,Mariage,2025-05-24,18762.64,EUR,18762.64,False
TXN005927,CUST03175,France (siège),Cannes,Boutique,Horlogerie,2025-11-11,27502.32,EUR,27502.32,False
TXN005928,CUST03175,France (siège),Cannes,En ligne,Accessoires & Parfums,2026-04-05,776.49,EUR,776.49,False
TXN005929,CUST03176,USA,New York 5th Ave,Boutique,Joaillerie,2025-09-22,16792.35,USD,15448.96,False
TXN005930,CUST03176,USA,New York 5th Ave,Événement privé,Joaillerie,2026-02-07,17226.04,USD,15847.95,False
TXN005931,CUST03177,Chine,Hong Kong,Boutique,Accessoires & Parfums,2026-03-29,7526.03,CNY,978.38,False
TXN005932,CUST03178,Chine,Shanghai,Événement privé,Mariage,2026-04-05,177831.28,CNY,23118.07,False
TXN005933,CUST03178,Chine,Shanghai,Boutique,Accessoires & Parfums,2026-07-13,8373.15,CNY,1088.51,False
TXN005934,CUST03179,Chine,Hong Kong,Boutique,Joaillerie,2025-10-20,44584.52,CNY,5795.99,False
TXN005935,CUST03179,Chine,Hong Kong,Boutique,Joaillerie,2026-05-06,126825.71,CNY,16487.34,False
TXN005936,CUST03180,Japon,Tokyo Ginza,Boutique,Accessoires & Parfums,2026-01-13,150624.54,JPY,933.87,False
TXN005937,CUST03181,France (siège),Cannes,Boutique,Accessoires & Parfums,2026-05-23,907.39,EUR,907.39,False
TXN005938,CUST03182,France (siège),Paris Vendôme,Boutique,Accessoires & Parfums,2026-01-08,523.78,EUR,523.78,False
TXN005939,CUST03182,France (siège),Paris Vendôme,Boutique,Mariage,2026-06-30,10438.53,EUR,10438.53,False
TXN005940,CUST03183,France (siège),Cannes,En ligne,Horlogerie,2025-06-23,25931.72,EUR,25931.72,False
TXN005941,CUST03183,France (siège),Cannes,Boutique,Joaillerie,2025-11-23,26004.01,EUR,26004.01,False
TXN005942,CUST03183,France (siège),Cannes,Boutique,Mariage,2026-05-09,10462.08,EUR,10462.08,False
TXN005943,CUST03185,USA,Beverly Hills,Boutique,Joaillerie,2026-04-21,22190.33,USD,20415.11,False
TXN005944,CUST03186,USA,Bal Harbour,En ligne,Accessoires & Parfums,2026-02-24,530.03,USD,487.63,False
TXN005945,CUST03187,Japon,Osaka,Boutique,Accessoires & Parfums,2025-03-20,119297.85,JPY,739.65,False
TXN005946,CUST03187,Japon,Osaka,Boutique,Accessoires & Parfums,2025-08-16,168652.05,JPY,1045.64,False
TXN005947,CUST03187,Japon,Osaka,Boutique,Accessoires & Parfums,2025-12-12,98731.21,JPY,612.13,False
TXN005948,CUST03187,Japon,Osaka,En ligne,Accessoires & Parfums,2026-06-05,149215.8,JPY,925.14,False
TXN005949,CUST03188,Moyen-Orient,Abu Dhabi,Boutique,Accessoires & Parfums,2025-03-27,3873.32,AED,968.33,False
TXN005950,CUST03188,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2025-09-14,54950.29,AED,13737.57,False
TXN005951,CUST03189,USA,New York 5th Ave,Boutique,Horlogerie,2025-01-17,18834.0,USD,17327.28,False
TXN005952,CUST03190,France (siège),Paris Vendôme,Boutique,Accessoires & Parfums,2025-01-07,787.46,EUR,787.46,False
TXN005953,CUST03190,France (siège),Paris Vendôme,Boutique,Accessoires & Parfums,2025-05-16,1003.82,EUR,1003.82,False
TXN005954,CUST03190,France (siège),Paris Vendôme,Boutique,Accessoires & Parfums,2025-09-18,1250.28,EUR,1250.28,False
TXN005955,CUST03190,France (siège),Paris Vendôme,En ligne,Joaillerie,2026-02-19,17868.65,EUR,17868.65,False
TXN005956,CUST03190,France (siège),Paris Vendôme,En ligne,Accessoires & Parfums,2026-07-08,1067.54,EUR,1067.54,False
TXN005957,CUST03191,France (siège),Paris Vendôme,Boutique,Joaillerie,2026-04-25,10771.09,EUR,10771.09,False
TXN005958,CUST03192,Chine,Shanghai,En ligne,Joaillerie,2025-11-21,172052.77,CNY,22366.86,False
TXN005959,CUST03192,Chine,Shanghai,En ligne,Mariage,2026-04-09,95741.5,CNY,12446.39,False
TXN005960,CUST03193,Chine,Shanghai,Boutique,Accessoires & Parfums,2025-05-23,6960.06,CNY,904.81,False
TXN005961,CUST03193,Chine,Shanghai,Boutique,Joaillerie,2025-11-03,109157.6,CNY,14190.49,False
TXN005962,CUST03194,USA,Bal Harbour,Boutique,Accessoires & Parfums,2025-08-24,1101.57,USD,1013.44,False
TXN005963,CUST03194,USA,Bal Harbour,Boutique,Accessoires & Parfums,2026-01-30,1453.5,USD,1337.22,False
TXN005964,CUST03194,USA,Bal Harbour,Boutique,Accessoires & Parfums,2026-06-01,761.27,USD,700.36,False
TXN005965,CUST03195,Chine,Hong Kong,En ligne,Joaillerie,2025-02-04,34274.55,CNY,4455.69,False
TXN005966,CUST03195,Chine,Hong Kong,Boutique,Accessoires & Parfums,2025-06-30,4358.42,CNY,566.59,False
TXN005967,CUST03195,Chine,Hong Kong,Boutique,Joaillerie,2025-11-04,117440.95,CNY,15267.32,False
TXN005968,CUST03195,Chine,Hong Kong,En ligne,Accessoires & Parfums,2026-03-28,9823.92,CNY,1277.11,False
TXN005969,CUST03196,USA,New York 5th Ave,En ligne,Joaillerie,2026-06-11,13775.58,USD,12673.54,False
TXN005970,CUST03197,Japon,Tokyo Ginza,En ligne,Mariage,2026-04-09,1476909.62,JPY,9156.84,False
TXN005971,CUST03198,USA,Bal Harbour,En ligne,Accessoires & Parfums,2026-04-03,1319.73,USD,1214.15,False
TXN005972,CUST03199,USA,Bal Harbour,Boutique,Horlogerie,2025-05-06,24584.64,USD,22617.87,False
TXN005973,CUST03199,USA,Bal Harbour,Boutique,Accessoires & Parfums,2025-10-21,959.91,USD,883.12,False
TXN005974,CUST03199,USA,Bal Harbour,En ligne,Accessoires & Parfums,2026-04-14,717.9,USD,660.47,False
TXN005975,CUST03200,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2025-05-23,46895.35,AED,11723.84,False
TXN005976,CUST03200,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2025-11-19,43794.72,AED,10948.68,False
TXN005977,CUST03200,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2026-05-10,18999.9,AED,4749.98,False
TXN005978,CUST03201,France (siège),Paris Champs-Élysées,En ligne,Accessoires & Parfums,2025-11-23,401.88,EUR,401.88,False
TXN005979,CUST03201,France (siège),Paris Champs-Élysées,En ligne,Accessoires & Parfums,2026-04-12,811.11,EUR,811.11,False
TXN005980,CUST03202,USA,Beverly Hills,Boutique,Joaillerie,2025-08-07,3337.59,USD,3070.59,False
TXN005981,CUST03202,USA,Beverly Hills,Événement privé,Mariage,2025-12-16,15898.29,USD,14626.42,False
TXN005982,CUST03202,USA,Beverly Hills,Boutique,Joaillerie,2026-05-14,11096.54,USD,10208.82,False
TXN005983,CUST03203,Chine,Hong Kong,Boutique,Joaillerie,2025-09-19,75919.06,CNY,9869.48,False
TXN005984,CUST03203,Chine,Hong Kong,Boutique,Mariage,2026-02-24,71441.03,CNY,9287.33,False
TXN005985,CUST03204,USA,Beverly Hills,En ligne,Joaillerie,2026-06-28,17730.89,USD,16312.42,False
TXN005986,CUST03205,USA,Bal Harbour,En ligne,Haute Joaillerie,2026-02-04,84423.64,USD,77669.75,False
TXN005987,CUST03206,Chine,Pékin,En ligne,Accessoires & Parfums,2025-12-03,7465.68,CNY,970.54,False
TXN005988,CUST03206,Chine,Pékin,Boutique,Joaillerie,2026-04-26,152488.82,CNY,19823.55,False
TXN005989,CUST03208,Moyen-Orient,Abu Dhabi,En ligne,Accessoires & Parfums,2025-10-13,2639.08,AED,659.77,False
TXN005990,CUST03208,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2026-03-13,45293.29,AED,11323.32,False
TXN005991,CUST03209,France (siège),Paris Champs-Élysées,Boutique,Accessoires & Parfums,2026-01-19,477.12,EUR,477.12,False
TXN005992,CUST03209,France (siège),Paris Champs-Élysées,En ligne,Joaillerie,2026-07-22,12716.92,EUR,12716.92,False
TXN005993,CUST03210,Moyen-Orient,Dubaï Mall,Événement privé,Accessoires & Parfums,2025-08-11,2290.32,AED,572.58,False
TXN005994,CUST03211,USA,Beverly Hills,Boutique,Horlogerie,2025-12-01,35836.98,USD,32970.02,False
TXN005995,CUST03212,Chine,Pékin,Boutique,Mariage,2025-10-31,79668.97,CNY,10356.97,False
TXN005996,CUST03212,Chine,Pékin,Boutique,Mariage,2026-04-10,72759.81,CNY,9458.78,False
TXN005997,CUST03213,Japon,Tokyo Ginza,Boutique,Horlogerie,2026-04-22,6352616.02,JPY,39386.22,False
TXN005998,CUST03214,USA,Bal Harbour,Boutique,Joaillerie,2025-04-25,16154.21,USD,14861.87,False
TXN005999,CUST03214,USA,Bal Harbour,Événement privé,Horlogerie,2025-10-10,31339.52,USD,28832.36,False
TXN006000,CUST03214,USA,Bal Harbour,Boutique,Accessoires & Parfums,2026-03-04,775.28,USD,713.26,False
TXN006001,CUST03216,USA,Bal Harbour,Boutique,Horlogerie,2025-08-20,22481.92,USD,20683.36,False
TXN006002,CUST03216,USA,Bal Harbour,Boutique,Haute Joaillerie,2025-12-19,197764.07,USD,181942.94,False
TXN006003,CUST03216,USA,Bal Harbour,Boutique,Mariage,2026-06-25,9600.08,USD,8832.08,False
TXN006004,CUST03217,Japon,Tokyo Ginza,Événement privé,Mariage,2025-03-30,1544985.34,JPY,9578.91,False
TXN006005,CUST03217,Japon,Tokyo Ginza,En ligne,Accessoires & Parfums,2025-08-22,120889.22,JPY,749.51,False
TXN006006,CUST03217,Japon,Tokyo Ginza,Boutique,Mariage,2026-01-30,1254748.55,JPY,7779.44,False
TXN006007,CUST03217,Japon,Tokyo Ginza,En ligne,Joaillerie,2026-07-13,1117182.28,JPY,6926.53,False
TXN006008,CUST03218,Japon,Tokyo Ginza,En ligne,Accessoires & Parfums,2025-06-24,171409.46,JPY,1062.74,False
TXN006009,CUST03218,Japon,Tokyo Ginza,En ligne,Accessoires & Parfums,2025-10-28,194800.33,JPY,1207.76,False
TXN006010,CUST03218,Japon,Tokyo Ginza,Boutique,Joaillerie,2026-03-30,2316178.08,JPY,14360.3,False
TXN006011,CUST03219,Moyen-Orient,Abu Dhabi,En ligne,Accessoires & Parfums,2025-12-08,5249.33,AED,1312.33,False
TXN006012,CUST03219,Moyen-Orient,Abu Dhabi,Événement privé,Mariage,2026-06-14,78134.47,AED,19533.62,False
TXN006013,CUST03220,Chine,Hong Kong,Boutique,Mariage,2025-06-05,73065.89,CNY,9498.57,False
TXN006014,CUST03220,Chine,Hong Kong,Événement privé,Joaillerie,2025-12-21,69726.56,CNY,9064.45,False
TXN006015,CUST03220,Chine,Hong Kong,Boutique,Accessoires & Parfums,2026-06-24,2477.59,CNY,322.09,False
TXN006016,CUST03222,USA,Beverly Hills,Événement privé,Accessoires & Parfums,2025-10-04,1057.57,USD,972.96,False
TXN006017,CUST03222,USA,Beverly Hills,Boutique,Horlogerie,2026-02-10,26301.23,USD,24197.13,False
TXN006018,CUST03222,USA,Beverly Hills,Boutique,Joaillerie,2026-07-14,13567.68,USD,12482.26,False
TXN006019,CUST03223,USA,Bal Harbour,Boutique,Accessoires & Parfums,2025-10-24,1508.65,USD,1387.96,False
TXN006020,CUST03223,USA,Bal Harbour,Événement privé,Joaillerie,2026-02-21,12403.54,USD,11411.25,False
TXN006021,CUST03223,USA,Bal Harbour,En ligne,Joaillerie,2026-06-10,24818.13,USD,22832.68,False
TXN006022,CUST03224,France (siège),Paris Champs-Élysées,Événement privé,Joaillerie,2026-01-08,21636.09,EUR,21636.09,False
TXN006023,CUST03224,France (siège),Paris Champs-Élysées,Boutique,Mariage,2026-04-20,19483.35,EUR,19483.35,False
TXN006024,CUST03225,Chine,Shanghai,Boutique,Accessoires & Parfums,2026-02-12,8751.15,CNY,1137.65,False
TXN006025,CUST03225,Chine,Shanghai,Événement privé,Joaillerie,2026-07-26,163848.18,CNY,21300.26,False
TXN006026,CUST03226,Chine,Shanghai,Boutique,Joaillerie,2026-05-21,78722.38,CNY,10233.91,False
TXN006027,CUST03227,Chine,Pékin,En ligne,Mariage,2025-04-17,101819.4,CNY,13236.52,False
TXN006028,CUST03227,Chine,Pékin,Boutique,Accessoires & Parfums,2025-10-02,7073.41,CNY,919.54,False
TXN006029,CUST03227,Chine,Pékin,Boutique,Mariage,2026-02-01,122738.88,CNY,15956.05,False
TXN006030,CUST03227,Chine,Pékin,En ligne,Joaillerie,2026-06-05,139122.14,CNY,18085.88,False
TXN006031,CUST03228,France (siège),Paris Vendôme,En ligne,Accessoires & Parfums,2026-07-09,1220.1,EUR,1220.1,False
TXN006032,CUST03229,USA,Bal Harbour,Boutique,Accessoires & Parfums,2025-04-06,569.71,USD,524.13,False
TXN006033,CUST03229,USA,Bal Harbour,En ligne,Joaillerie,2025-09-03,11830.14,USD,10883.73,False
TXN006034,CUST03229,USA,Bal Harbour,En ligne,Accessoires & Parfums,2026-02-01,1192.2,USD,1096.82,False
TXN006035,CUST03229,USA,Bal Harbour,En ligne,Horlogerie,2026-07-06,40785.47,USD,37522.63,False
TXN006036,CUST03231,Moyen-Orient,Abu Dhabi,En ligne,Mariage,2025-02-02,64229.92,AED,16057.48,False
TXN006037,CUST03231,Moyen-Orient,Abu Dhabi,En ligne,Accessoires & Parfums,2025-06-30,6094.13,AED,1523.53,False
TXN006038,CUST03231,Moyen-Orient,Abu Dhabi,Boutique,Accessoires & Parfums,2025-10-27,5979.54,AED,1494.88,False
TXN006039,CUST03231,Moyen-Orient,Abu Dhabi,Boutique,Accessoires & Parfums,2026-02-27,1898.9,AED,474.72,False
TXN006040,CUST03231,Moyen-Orient,Abu Dhabi,En ligne,Accessoires & Parfums,2026-06-29,5319.2,AED,1329.8,False
TXN006041,CUST03232,Chine,Pékin,En ligne,Accessoires & Parfums,2025-07-30,5847.48,CNY,760.17,False
TXN006042,CUST03232,Chine,Pékin,Boutique,Joaillerie,2025-12-08,119761.03,CNY,15568.93,False
TXN006043,CUST03232,Chine,Pékin,En ligne,Haute Joaillerie,2026-06-01,652185.81,CNY,84784.15,False
TXN006044,CUST03233,Chine,Pékin,En ligne,Accessoires & Parfums,2025-09-18,8825.21,CNY,1147.28,False
TXN006045,CUST03233,Chine,Pékin,Boutique,Joaillerie,2026-02-07,238399.22,CNY,30991.9,False
TXN006046,CUST03233,Chine,Pékin,Boutique,Mariage,2026-05-06,132795.06,CNY,17263.36,False
TXN006047,CUST03234,France (siège),Cannes,Boutique,Horlogerie,2026-02-20,28613.58,EUR,28613.58,False
TXN006048,CUST03234,France (siège),Cannes,En ligne,Joaillerie,2026-06-11,26152.88,EUR,26152.88,False
TXN006049,CUST03235,France (siège),Paris Vendôme,En ligne,Haute Joaillerie,2025-08-11,153326.74,EUR,153326.74,False
TXN006050,CUST03235,France (siège),Paris Vendôme,Boutique,Accessoires & Parfums,2025-12-10,1438.28,EUR,1438.28,False
TXN006051,CUST03235,France (siège),Paris Vendôme,Boutique,Horlogerie,2026-04-25,35355.75,EUR,35355.75,False
TXN006052,CUST03236,USA,New York 5th Ave,Boutique,Joaillerie,2026-07-31,17373.47,USD,15983.59,False
TXN006053,CUST03237,Moyen-Orient,Abu Dhabi,Boutique,Accessoires & Parfums,2025-06-30,2597.81,AED,649.45,False
TXN006054,CUST03237,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2026-01-11,21146.05,AED,5286.51,False
TXN006055,CUST03237,Moyen-Orient,Abu Dhabi,Boutique,Accessoires & Parfums,2026-07-14,2690.88,AED,672.72,False
TXN006056,CUST03238,Japon,Osaka,Boutique,Horlogerie,2025-07-31,2016269.42,JPY,12500.87,False
TXN006057,CUST03238,Japon,Osaka,En ligne,Mariage,2026-01-12,1476422.66,JPY,9153.82,False
TXN006058,CUST03238,Japon,Osaka,Boutique,Accessoires & Parfums,2026-06-11,124660.53,JPY,772.9,False
TXN006059,CUST03239,USA,New York 5th Ave,Boutique,Accessoires & Parfums,2025-04-30,986.68,USD,907.75,False
TXN006060,CUST03239,USA,New York 5th Ave,Boutique,Accessoires & Parfums,2025-10-24,722.59,USD,664.78,False
TXN006061,CUST03239,USA,New York 5th Ave,En ligne,Accessoires & Parfums,2026-04-15,545.47,USD,501.83,False
TXN006062,CUST03240,Moyen-Orient,Abu Dhabi,Boutique,Haute Joaillerie,2026-02-16,271854.21,AED,67963.55,False
TXN006063,CUST03241,Japon,Osaka,En ligne,Mariage,2026-04-14,2148724.49,JPY,13322.09,False
TXN006064,CUST03242,France (siège),Cannes,En ligne,Joaillerie,2025-12-29,15752.97,EUR,15752.97,False
TXN006065,CUST03242,France (siège),Cannes,En ligne,Joaillerie,2026-06-17,19430.12,EUR,19430.12,False
TXN006066,CUST03244,France (siège),Cannes,Boutique,Joaillerie,2026-03-14,21283.39,EUR,21283.39,False
TXN006067,CUST03245,USA,New York 5th Ave,En ligne,Accessoires & Parfums,2026-03-27,887.17,USD,816.2,False
TXN006068,CUST03246,France (siège),Paris Champs-Élysées,Événement privé,Horlogerie,2026-05-08,40351.66,EUR,40351.66,False
TXN006069,CUST03247,Japon,Osaka,Événement privé,Haute Joaillerie,2026-07-09,179206309.44,JPY,1111079.12,True
TXN006070,CUST03248,France (siège),Paris Vendôme,Boutique,Mariage,2025-04-04,11160.89,EUR,11160.89,False
TXN006071,CUST03248,France (siège),Paris Vendôme,Boutique,Accessoires & Parfums,2025-09-20,1103.07,EUR,1103.07,False
TXN006072,CUST03248,France (siège),Paris Vendôme,Boutique,Haute Joaillerie,2026-02-10,139218.77,EUR,139218.77,False
TXN006073,CUST03248,France (siège),Paris Vendôme,Boutique,Horlogerie,2026-07-06,26465.48,EUR,26465.48,False
TXN006074,CUST03249,Chine,Shanghai,Boutique,Joaillerie,2025-11-14,107552.03,CNY,13981.76,False
TXN006075,CUST03250,France (siège),Paris Vendôme,Boutique,Joaillerie,2025-03-28,9845.97,EUR,9845.97,False
TXN006076,CUST03251,Japon,Osaka,Boutique,Accessoires & Parfums,2025-10-18,154946.31,JPY,960.67,False
TXN006077,CUST03251,Japon,Osaka,Boutique,Mariage,2026-04-02,1395404.79,JPY,8651.51,False
TXN006078,CUST03252,Chine,Shanghai,Boutique,Joaillerie,2025-02-20,41404.63,CNY,5382.6,False
TXN006079,CUST03252,Chine,Shanghai,En ligne,Haute Joaillerie,2025-08-09,542315.84,CNY,70501.06,False
TXN006080,CUST03252,Chine,Shanghai,Boutique,Haute Joaillerie,2026-01-27,875195.12,CNY,113775.37,False
TXN006081,CUST03252,Chine,Shanghai,Événement privé,Joaillerie,2026-07-17,79823.21,CNY,10377.02,False
TXN006082,CUST03253,France (siège),Paris Champs-Élysées,Boutique,Horlogerie,2026-01-17,37714.77,EUR,37714.77,False
TXN006083,CUST03253,France (siège),Paris Champs-Élysées,En ligne,Haute Joaillerie,2026-05-24,169857.78,EUR,169857.78,False
TXN006084,CUST03254,France (siège),Paris Vendôme,Boutique,Joaillerie,2025-03-27,18128.14,EUR,18128.14,False
TXN006085,CUST03254,France (siège),Paris Vendôme,Événement privé,Accessoires & Parfums,2025-09-17,955.55,EUR,955.55,False
TXN006086,CUST03255,Chine,Shanghai,Boutique,Mariage,2025-03-10,138775.9,CNY,18040.87,False
TXN006087,CUST03255,Chine,Shanghai,Boutique,Mariage,2025-08-08,125422.89,CNY,16304.98,False
TXN006088,CUST03255,Chine,Shanghai,Boutique,Joaillerie,2025-12-12,150879.14,CNY,19614.29,False
TXN006089,CUST03255,Chine,Shanghai,Boutique,Haute Joaillerie,2026-04-26,908777.03,CNY,118141.01,False
TXN006090,CUST03256,Chine,Shanghai,En ligne,Accessoires & Parfums,2025-05-29,4111.46,CNY,534.49,False
TXN006091,CUST03256,Chine,Shanghai,Boutique,Mariage,2025-10-22,41794.28,CNY,5433.26,False
TXN006092,CUST03256,Chine,Shanghai,Boutique,Mariage,2026-04-02,100356.4,CNY,13046.33,False
TXN006093,CUST03257,USA,New York 5th Ave,Boutique,Haute Joaillerie,2025-05-01,119486.0,USD,109927.12,False
TXN006094,CUST03257,USA,New York 5th Ave,En ligne,Accessoires & Parfums,2025-10-05,1171.73,USD,1077.99,False
TXN006095,CUST03257,USA,New York 5th Ave,Événement privé,Joaillerie,2026-04-01,20206.51,USD,18589.99,False
TXN006096,CUST03258,Japon,Osaka,Boutique,Joaillerie,2026-01-06,3690226.69,JPY,22879.41,False
TXN006097,CUST03258,Japon,Osaka,Boutique,Mariage,2026-05-17,2213575.5,JPY,13724.17,False
TXN006098,CUST03259,Chine,Shanghai,Événement privé,Joaillerie,2025-10-22,87714.53,CNY,11402.89,False
TXN006099,CUST03259,Chine,Shanghai,Boutique,Horlogerie,2026-04-26,206263.25,CNY,26814.22,False
TXN006100,CUST03260,France (siège),Paris Champs-Élysées,Boutique,Joaillerie,2026-04-26,2586.36,EUR,2586.36,False
TXN006101,CUST03261,Moyen-Orient,Dubaï Mall,Boutique,Mariage,2025-04-22,86553.48,AED,21638.37,False
TXN006102,CUST03261,Moyen-Orient,Dubaï Mall,Boutique,Mariage,2025-08-08,55876.29,AED,13969.07,False
TXN006103,CUST03261,Moyen-Orient,Dubaï Mall,Boutique,Haute Joaillerie,2025-12-16,502664.06,AED,125666.02,False
TXN006104,CUST03261,Moyen-Orient,Dubaï Mall,Boutique,Accessoires & Parfums,2026-04-20,2494.6,AED,623.65,False
TXN006105,CUST03262,USA,Beverly Hills,Boutique,Joaillerie,2026-04-27,16685.85,USD,15350.98,False
TXN006106,CUST03263,Japon,Osaka,Boutique,Joaillerie,2025-11-24,3170515.37,JPY,19657.2,False
