customer_id,market,boutique_reference,acquisition_channel,first_purchase_date,tier,lifetime_transactions,lifetime_spend_eur,omnichannel,is_active_last_6m
CUST03154,Moyen-Orient,Abu Dhabi,Recommandation VIC,2025-03-06,Client fidèle,3,37864.74,False,True
CUST03155,Chine,Shanghai,Recommandation VIC,2025-02-20,VIC,3,74244.23,False,True
CUST03156,France (siège),Paris Champs-Élysées,Boutique (walk-in),2026-03-29,Découverte,0,0.0,False,False
CUST03157,Moyen-Orient,Abu Dhabi,Digital / en ligne,2025-04-04,Client fidèle,3,35403.17,True,True
CUST03158,Chine,Pékin,Digital / en ligne,2025-05-16,Découverte,2,13126.79,True,True
CUST03159,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2025-06-03,Client fidèle,2,31231.15,False,False
CUST03160,Chine,Hong Kong,Événement privé,2025-08-02,Client fidèle,2,20324.13,True,True
CUST03161,France (siège),Paris Vendôme,Recommandation VIC,2025-01-24,Client fidèle,4,45091.71,True,True
CUST03162,Chine,Shanghai,Boutique (walk-in),2025-09-13,Découverte,1,11199.73,False,True
CUST03163,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2025-06-17,Découverte,1,6800.56,False,False
CUST03164,Chine,Pékin,Boutique (walk-in),2025-04-20,Client fidèle,3,57318.75,False,True
CUST03165,USA,Bal Harbour,Recommandation VIC,2026-02-20,Découverte,1,12177.66,False,False
CUST03166,Chine,Pékin,Digital / en ligne,2024-11-08,Client fidèle,3,41908.93,True,True
CUST03167,Moyen-Orient,Abu Dhabi,Recommandation VIC,2025-12-16,Client fidèle,2,30812.25,True,True
CUST03168,Chine,Shanghai,Boutique (walk-in),2025-07-08,Découverte,2,1761.87,True,True
CUST03169,Moyen-Orient,Abu Dhabi,Recommandation VIC,2025-02-25,Client fidèle,3,35065.97,True,True
CUST03170,Chine,Pékin,Recommandation VIC,2025-10-11,Découverte,1,14948.07,False,True
CUST03171,Chine,Shanghai,Recommandation VIC,2024-11-03,Client fidèle,3,46637.61,False,True
CUST03172,Moyen-Orient,Dubaï Mall,Événement privé,2025-12-07,Découverte,1,12158.36,False,True
CUST03173,France (siège),Paris Vendôme,Digital / en ligne,2024-11-03,Client fidèle,1,27719.3,False,False
CUST03174,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2025-12-22,Découverte,1,739.27,False,True
CUST03175,France (siège),Cannes,Recommandation VIC,2024-09-26,Client fidèle,4,47913.52,True,True
CUST03176,USA,New York 5th Ave,Digital / en ligne,2025-04-28,Client fidèle,2,31296.91,True,True
CUST03177,Chine,Hong Kong,Boutique (walk-in),2025-09-19,Découverte,1,978.38,False,True
CUST03178,Chine,Shanghai,Recommandation VIC,2026-01-02,Client fidèle,2,24206.58,True,True
CUST03179,Chine,Hong Kong,Recommandation VIC,2025-04-20,Client fidèle,2,22283.33,False,True
CUST03180,Japon,Tokyo Ginza,Recommandation VIC,2025-07-13,Découverte,1,933.87,False,False
CUST03181,France (siège),Cannes,Boutique (walk-in),2025-12-07,Découverte,1,907.39,False,True
CUST03182,France (siège),Paris Vendôme,Recommandation VIC,2025-07-19,Découverte,2,10962.31,False,True
CUST03183,France (siège),Cannes,Recommandation VIC,2025-02-09,Client fidèle,3,62397.81,True,True
CUST03184,Japon,Osaka,Digital / en ligne,2026-03-24,Découverte,0,0.0,False,False
CUST03185,USA,Beverly Hills,Recommandation VIC,2025-11-14,Client fidèle,1,20415.11,False,True
CUST03186,USA,Bal Harbour,Boutique (walk-in),2025-09-15,Découverte,1,487.63,False,True
CUST03187,Japon,Osaka,Événement privé,2024-10-23,Découverte,4,3322.56,True,True
CUST03188,Moyen-Orient,Abu Dhabi,Digital / en ligne,2024-10-08,Découverte,2,14705.9,False,False
CUST03189,USA,New York 5th Ave,Recommandation VIC,2024-09-06,Découverte,1,17327.28,False,False
CUST03190,France (siège),Paris Vendôme,Boutique (walk-in),2024-09-04,Client fidèle,5,21977.75,True,True
CUST03191,France (siège),Paris Vendôme,Boutique (walk-in),2025-11-12,Découverte,1,10771.09,False,True
CUST03192,Chine,Shanghai,Événement privé,2025-06-28,Client fidèle,2,34813.25,False,True
CUST03193,Chine,Shanghai,Recommandation VIC,2024-12-06,Découverte,2,15095.29,False,False
CUST03194,USA,Bal Harbour,Boutique (walk-in),2025-03-30,Découverte,3,3051.02,False,True
CUST03195,Chine,Hong Kong,Recommandation VIC,2024-09-09,Client fidèle,4,21566.72,True,True
CUST03196,USA,New York 5th Ave,Recommandation VIC,2025-11-01,Découverte,1,12673.54,False,True
CUST03197,Japon,Tokyo Ginza,Digital / en ligne,2025-10-23,Découverte,1,9156.84,False,True
CUST03198,USA,Bal Harbour,Recommandation VIC,2025-10-21,Découverte,1,1214.15,False,True
CUST03199,USA,Bal Harbour,Recommandation VIC,2024-11-02,Client fidèle,3,24161.46,True,True
CUST03200,Moyen-Orient,Abu Dhabi,Digital / en ligne,2024-11-22,Client fidèle,3,27422.49,False,True
CUST03201,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-06-23,Découverte,2,1212.99,False,True
CUST03202,USA,Beverly Hills,Boutique (walk-in),2025-02-16,Client fidèle,3,27905.83,True,True
CUST03203,Chine,Hong Kong,Recommandation VIC,2025-02-13,Client fidèle,2,19156.81,False,False
CUST03204,USA,Beverly Hills,Recommandation VIC,2026-02-18,Découverte,1,16312.42,False,True
CUST03205,USA,Bal Harbour,Digital / en ligne,2025-08-27,VIC,1,77669.75,False,True
CUST03206,Chine,Pékin,Digital / en ligne,2025-05-31,Client fidèle,2,20794.08,True,True
CUST03207,USA,Beverly Hills,Boutique (walk-in),2026-04-01,Découverte,0,0.0,False,False
CUST03208,Moyen-Orient,Abu Dhabi,Recommandation VIC,2025-03-30,Découverte,2,11983.09,True,True
CUST03209,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-08-02,Découverte,2,13194.04,True,True
CUST03210,Moyen-Orient,Dubaï Mall,Recommandation VIC,2025-04-03,Découverte,1,572.58,False,False
CUST03211,USA,Beverly Hills,Digital / en ligne,2025-06-15,Client fidèle,1,32970.02,False,False
CUST03212,Chine,Pékin,Boutique (walk-in),2025-04-17,Client fidèle,2,19815.74,False,True
CUST03213,Japon,Tokyo Ginza,Digital / en ligne,2025-10-01,Client fidèle,1,39386.22,False,True
CUST03214,USA,Bal Harbour,Boutique (walk-in),2024-11-24,Client fidèle,3,44407.49,True,False
CUST03215,Japon,Osaka,Boutique (walk-in),2026-03-18,Découverte,0,0.0,False,False
CUST03216,USA,Bal Harbour,Recommandation VIC,2025-03-07,VIC,3,211458.39,False,True
CUST03217,Japon,Tokyo Ginza,Recommandation VIC,2024-09-28,Client fidèle,4,25034.39,True,True
CUST03218,Japon,Tokyo Ginza,Recommandation VIC,2025-01-04,Découverte,3,16630.8,True,True
CUST03219,Moyen-Orient,Abu Dhabi,Digital / en ligne,2025-07-30,Client fidèle,2,20845.95,True,False
CUST03220,Chine,Hong Kong,Boutique (walk-in),2024-12-23,Client fidèle,3,18885.11,True,True
CUST03221,Japon,Osaka,Recommandation VIC,2026-03-14,Découverte,0,0.0,False,False
CUST03222,USA,Beverly Hills,Digital / en ligne,2025-05-17,Client fidèle,3,37652.36,True,True
CUST03223,USA,Bal Harbour,Boutique (walk-in),2025-06-01,Client fidèle,3,35631.89,True,True
CUST03224,France (siège),Paris Champs-Élysées,Boutique (walk-in),2025-10-01,Client fidèle,2,41119.44,True,True
CUST03225,Chine,Shanghai,Digital / en ligne,2025-08-30,Client fidèle,2,22437.91,True,True
CUST03226,Chine,Shanghai,Boutique (walk-in),2026-02-07,Découverte,1,10233.91,False,True
CUST03227,Chine,Pékin,Boutique (walk-in),2024-11-29,Client fidèle,4,48198.0,True,True
CUST03228,France (siège),Paris Vendôme,Boutique (walk-in),2026-03-08,Découverte,1,1220.1,False,True
CUST03229,USA,Bal Harbour,Boutique (walk-in),2024-10-24,Client fidèle,4,50027.31,True,True
CUST03230,Japon,Osaka,Recommandation VIC,2026-03-06,Découverte,0,0.0,False,False
CUST03231,Moyen-Orient,Abu Dhabi,Digital / en ligne,2024-09-18,Client fidèle,5,20880.42,True,False
CUST03232,Chine,Pékin,Événement privé,2025-02-01,VIC,3,101113.26,True,True
CUST03233,Chine,Pékin,Boutique (walk-in),2025-05-18,Client fidèle,3,49402.53,True,True
CUST03234,France (siège),Cannes,Recommandation VIC,2025-10-11,Client fidèle,2,54766.46,True,True
CUST03235,France (siège),Paris Vendôme,Digital / en ligne,2025-02-15,VIC,3,190120.77,True,True
CUST03236,USA,New York 5th Ave,Digital / en ligne,2026-03-02,Découverte,1,15983.59,False,False
CUST03237,Moyen-Orient,Abu Dhabi,Digital / en ligne,2025-01-14,Découverte,3,6608.69,False,True
CUST03238,Japon,Osaka,Recommandation VIC,2025-01-30,Client fidèle,3,22427.59,True,True
CUST03239,USA,New York 5th Ave,Recommandation VIC,2024-10-22,Découverte,3,2074.36,True,True
CUST03240,Moyen-Orient,Abu Dhabi,Événement privé,2025-08-13,VIC,1,67963.55,False,True
CUST03241,Japon,Osaka,Recommandation VIC,2025-11-14,Découverte,1,13322.09,False,True
CUST03242,France (siège),Cannes,Recommandation VIC,2025-08-14,Client fidèle,2,35183.08,False,True
CUST03243,Japon,Osaka,Digital / en ligne,2026-01-09,Découverte,0,0.0,False,False
CUST03244,France (siège),Cannes,Événement privé,2025-10-03,Client fidèle,1,21283.39,False,True
CUST03245,USA,New York 5th Ave,Recommandation VIC,2025-11-21,Découverte,1,816.2,False,True
CUST03246,France (siège),Paris Champs-Élysées,Digital / en ligne,2026-01-17,Client fidèle,1,40351.66,False,True
CUST03247,Japon,Osaka,Boutique (walk-in),2026-03-08,Very VIP,1,1111079.12,False,True
CUST03248,France (siège),Paris Vendôme,Boutique (walk-in),2024-11-13,VIC,4,177948.21,False,True
CUST03249,Chine,Shanghai,Digital / en ligne,2025-05-12,Découverte,1,13981.76,False,False
CUST03250,France (siège),Paris Vendôme,Boutique (walk-in),2024-09-28,Découverte,1,9845.97,False,False
CUST03251,Japon,Osaka,Événement privé,2025-05-15,Découverte,2,9612.18,False,True
CUST03252,Chine,Shanghai,Boutique (walk-in),2024-09-26,VIC,4,200036.04,True,True
CUST03253,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-09-20,VIC,2,207572.55,True,True
CUST03254,France (siège),Paris Vendôme,Événement privé,2024-09-24,Client fidèle,2,19083.69,True,False
CUST03255,Chine,Shanghai,Digital / en ligne,2024-10-28,VIC,4,172101.15,False,True
CUST03256,Chine,Shanghai,Boutique (walk-in),2024-12-16,Client fidèle,3,19014.08,True,True
CUST03257,USA,New York 5th Ave,Digital / en ligne,2024-12-04,VIC,3,129595.11,True,True
CUST03258,Japon,Osaka,Boutique (walk-in),2025-07-22,Client fidèle,2,36603.57,False,True
CUST03259,Chine,Shanghai,Digital / en ligne,2025-05-15,Client fidèle,2,38217.11,True,True
CUST03260,France (siège),Paris Champs-Élysées,Boutique (walk-in),2025-12-22,Découverte,1,2586.36,False,True
CUST03261,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2024-12-11,VIC,4,161897.11,False,True
CUST03262,USA,Beverly Hills,Recommandation VIC,2026-01-22,Découverte,1,15350.98,False,True
CUST03263,Japon,Osaka,Digital / en ligne,2025-06-14,VIC,2,121417.78,False,False
CUST03264,France (siège),Paris Champs-Élysées,Boutique (walk-in),2026-02-09,Découverte,0,0.0,False,False
CUST03265,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-07-10,Découverte,2,12784.28,True,True
CUST03266,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2025-02-07,Client fidèle,3,35330.62,True,True
CUST03267,Japon,Tokyo Ginza,Recommandation VIC,2025-03-11,Découverte,3,13079.04,True,True
CUST03268,Chine,Hong Kong,Événement privé,2026-04-15,Découverte,0,0.0,False,False
CUST03269,Chine,Hong Kong,Événement privé,2024-10-13,VIC,4,65557.49,True,True
CUST03270,Chine,Shanghai,Recommandation VIC,2025-07-14,Client fidèle,2,29507.06,True,True
CUST03271,USA,New York 5th Ave,Digital / en ligne,2025-03-29,Découverte,2,12053.07,True,True
CUST03272,USA,Bal Harbour,Événement privé,2025-11-03,Découverte,1,9632.26,False,False
CUST03273,Moyen-Orient,Abu Dhabi,Recommandation VIC,2025-06-12,Découverte,2,1770.63,False,False
CUST03274,France (siège),Paris Champs-Élysées,Événement privé,2025-06-30,VIC,2,133006.29,True,True
CUST03275,Moyen-Orient,Abu Dhabi,Recommandation VIC,2026-04-18,Découverte,0,0.0,False,False
CUST03276,France (siège),Cannes,Boutique (walk-in),2025-07-18,Découverte,2,1129.0,False,True
CUST03277,Chine,Shanghai,Événement privé,2026-01-17,Découverte,1,16936.81,False,True
CUST03278,USA,New York 5th Ave,Boutique (walk-in),2025-05-14,Découverte,2,13421.87,True,True
CUST03279,USA,New York 5th Ave,Boutique (walk-in),2025-11-16,Client fidèle,2,35554.86,True,True
CUST03280,USA,New York 5th Ave,Recommandation VIC,2025-01-30,Découverte,3,11362.6,False,False
CUST03281,Chine,Pékin,Recommandation VIC,2025-11-18,Découverte,1,9440.31,False,True
CUST03282,Moyen-Orient,Dubaï Mall,Événement privé,2025-10-30,Client fidèle,1,36513.78,False,True
CUST03283,Chine,Hong Kong,Boutique (walk-in),2026-01-21,Découverte,1,597.34,False,False
CUST03284,France (siège),Paris Vendôme,Recommandation VIC,2025-08-08,Découverte,2,14315.87,False,True
CUST03285,USA,Bal Harbour,Boutique (walk-in),2025-06-12,Découverte,2,1238.44,False,True
CUST03286,Chine,Shanghai,Digital / en ligne,2025-09-10,VIC,2,78848.1,False,True
CUST03287,France (siège),Paris Vendôme,Recommandation VIC,2026-04-15,Découverte,0,0.0,False,False
CUST03288,USA,Bal Harbour,Digital / en ligne,2025-05-20,Client fidèle,2,18568.66,False,True
CUST03289,Japon,Osaka,Boutique (walk-in),2025-05-11,Client fidèle,2,49213.24,True,False
CUST03290,France (siège),Cannes,Boutique (walk-in),2026-01-22,Découverte,1,13405.83,False,True
CUST03291,USA,New York 5th Ave,Digital / en ligne,2025-04-11,VIC,3,69805.24,True,True
CUST03292,Moyen-Orient,Abu Dhabi,Digital / en ligne,2025-10-19,Découverte,2,17334.67,False,True
CUST03293,Moyen-Orient,Abu Dhabi,Événement privé,2026-01-30,Client fidèle,1,29571.01,False,True
CUST03294,Japon,Tokyo Ginza,Digital / en ligne,2024-11-01,Very VIP,5,226782.6,True,True
CUST03295,Japon,Tokyo Ginza,Événement privé,2025-03-30,Découverte,1,395.21,False,False
CUST03296,France (siège),Paris Vendôme,Boutique (walk-in),2025-06-05,Découverte,2,1687.1,False,False
CUST03297,France (siège),Paris Champs-Élysées,Digital / en ligne,2026-04-10,Découverte,0,0.0,False,False
CUST03298,USA,New York 5th Ave,Recommandation VIC,2026-04-17,Découverte,0,0.0,False,False
CUST03299,France (siège),Paris Vendôme,Digital / en ligne,2024-12-03,VIC,6,164759.0,True,True
CUST03300,Chine,Hong Kong,Digital / en ligne,2025-04-11,VIC,3,140382.82,True,True
CUST03301,France (siège),Cannes,Recommandation VIC,2024-12-01,VIC,3,92936.2,True,True
CUST03302,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-06-01,Découverte,2,1289.59,True,True
CUST03303,Chine,Shanghai,Boutique (walk-in),2024-09-27,VIC,4,76850.38,True,False
CUST03304,Chine,Hong Kong,Recommandation VIC,2025-08-24,VIC,2,118309.09,True,True
CUST03305,Chine,Pékin,Recommandation VIC,2025-09-29,Découverte,1,940.87,False,True
CUST03306,Chine,Hong Kong,Recommandation VIC,2026-03-10,Découverte,1,11779.99,False,True
CUST03307,Japon,Tokyo Ginza,Recommandation VIC,2025-02-24,Client fidèle,3,56508.68,True,False
CUST03308,France (siège),Paris Champs-Élysées,Recommandation VIC,2024-10-08,Client fidèle,3,37464.65,True,True
CUST03309,France (siège),Paris Champs-Élysées,Boutique (walk-in),2025-08-25,Découverte,1,13314.44,False,True
CUST03310,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2025-05-02,Découverte,2,16005.8,False,True
CUST03311,Japon,Tokyo Ginza,Digital / en ligne,2025-04-18,Client fidèle,3,43090.98,True,True
CUST03312,USA,Beverly Hills,Événement privé,2024-12-18,VIC,5,179409.38,True,True
CUST03313,Japon,Tokyo Ginza,Recommandation VIC,2026-01-30,Découverte,1,954.18,False,True
CUST03314,USA,Bal Harbour,Événement privé,2025-08-22,Découverte,2,1091.18,True,True
CUST03315,Japon,Tokyo Ginza,Digital / en ligne,2025-10-03,Découverte,3,4466.82,True,True
CUST03316,Chine,Shanghai,Recommandation VIC,2026-02-10,Découverte,1,11631.75,False,True
CUST03317,France (siège),Paris Champs-Élysées,Digital / en ligne,2025-01-25,Découverte,2,2340.5,True,False
CUST03318,Japon,Osaka,Recommandation VIC,2026-03-29,Découverte,0,0.0,False,False
CUST03319,USA,Beverly Hills,Événement privé,2025-03-12,VIC,3,65903.07,True,True
CUST03320,Japon,Osaka,Boutique (walk-in),2025-10-01,Client fidèle,1,19219.69,False,True
CUST03321,USA,New York 5th Ave,Recommandation VIC,2025-02-02,Client fidèle,2,21177.91,True,True
CUST03322,Chine,Pékin,Digital / en ligne,2024-12-12,VIC,2,152554.31,False,False
CUST03323,Chine,Shanghai,Digital / en ligne,2025-02-25,Découverte,3,12173.24,True,True
CUST03324,Chine,Shanghai,Digital / en ligne,2024-09-17,Client fidèle,4,49504.25,True,True
CUST03325,USA,New York 5th Ave,Événement privé,2025-07-25,Client fidèle,2,32037.74,False,True
CUST03326,France (siège),Paris Vendôme,Digital / en ligne,2026-04-04,Découverte,0,0.0,False,False
CUST03327,France (siège),Paris Vendôme,Recommandation VIC,2024-10-26,Découverte,2,11180.47,True,False
CUST03328,Chine,Hong Kong,Digital / en ligne,2025-06-03,VIC,3,146490.24,True,True
CUST03329,USA,New York 5th Ave,Recommandation VIC,2024-11-30,Client fidèle,4,53327.68,True,True
CUST03330,USA,Beverly Hills,Digital / en ligne,2025-11-17,Client fidèle,1,22190.09,False,True
CUST03331,USA,New York 5th Ave,Recommandation VIC,2026-01-14,Client fidèle,1,19372.33,False,True
CUST03332,France (siège),Cannes,Recommandation VIC,2025-08-25,VIC,2,125108.17,False,True
CUST03333,Japon,Tokyo Ginza,Boutique (walk-in),2025-02-10,Découverte,3,4702.47,True,True
CUST03334,USA,Beverly Hills,Recommandation VIC,2025-09-18,Client fidèle,1,48746.86,False,True
CUST03335,Moyen-Orient,Abu Dhabi,Digital / en ligne,2026-04-07,Découverte,0,0.0,False,False
CUST03336,Chine,Shanghai,Boutique (walk-in),2025-06-28,Client fidèle,2,28412.13,False,False
CUST03337,USA,New York 5th Ave,Boutique (walk-in),2025-03-30,Client fidèle,2,38592.42,False,True
CUST03338,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2025-03-28,Client fidèle,3,25861.36,True,False
CUST03339,Chine,Shanghai,Digital / en ligne,2026-03-03,Découverte,1,9128.04,False,True
CUST03340,Chine,Shanghai,Digital / en ligne,2025-07-02,Client fidèle,2,21886.99,False,True
CUST03341,USA,Bal Harbour,Recommandation VIC,2025-10-24,Client fidèle,1,33513.68,False,False
CUST03342,Japon,Osaka,Événement privé,2025-05-12,Client fidèle,2,49198.38,True,False
CUST03343,Chine,Shanghai,Digital / en ligne,2025-10-20,Découverte,1,9355.03,False,True
CUST03344,Chine,Shanghai,Recommandation VIC,2025-04-10,Client fidèle,2,26279.51,False,True
CUST03345,Chine,Hong Kong,Recommandation VIC,2025-12-17,Client fidèle,1,19648.9,False,True
CUST03346,Chine,Shanghai,Boutique (walk-in),2025-05-07,Découverte,2,5807.32,True,True
CUST03347,France (siège),Paris Champs-Élysées,Digital / en ligne,2026-03-03,Découverte,0,0.0,False,False
CUST03348,USA,Bal Harbour,Événement privé,2025-01-17,VIC,4,70563.55,True,True
CUST03349,Japon,Osaka,Boutique (walk-in),2025-06-13,Découverte,2,10341.32,True,True
CUST03350,Moyen-Orient,Dubaï Mall,Événement privé,2025-01-23,Client fidèle,1,24488.41,False,False
CUST03351,USA,Bal Harbour,Boutique (walk-in),2025-03-01,Découverte,1,17113.01,False,False
CUST03352,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-10-14,Découverte,1,10577.54,False,True
CUST03353,Chine,Shanghai,Recommandation VIC,2025-04-20,Client fidèle,1,36728.72,False,False
CUST03354,France (siège),Cannes,Recommandation VIC,2025-04-12,Client fidèle,3,43532.62,False,True
CUST03355,Moyen-Orient,Dubaï Mall,Recommandation VIC,2025-02-18,Client fidèle,3,49009.33,True,True
CUST03356,USA,Bal Harbour,Recommandation VIC,2025-12-08,Client fidèle,1,35582.96,False,True
CUST03357,Chine,Pékin,Recommandation VIC,2025-01-18,VIC,5,131129.88,True,True
CUST03358,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2026-01-27,Découverte,1,778.82,False,True
CUST03359,USA,Bal Harbour,Événement privé,2024-09-02,Client fidèle,3,26445.49,True,True
CUST03360,Chine,Pékin,Boutique (walk-in),2024-12-25,Very VIP,4,263233.3,True,True
CUST03361,Chine,Pékin,Digital / en ligne,2024-10-30,Découverte,1,12719.55,False,False
CUST03362,USA,Bal Harbour,Boutique (walk-in),2026-03-07,Client fidèle,1,29557.46,False,True
CUST03363,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2025-03-23,VIC,2,117943.94,False,False
CUST03364,Chine,Hong Kong,Recommandation VIC,2025-01-21,VIC,4,72923.95,True,True
CUST03365,Moyen-Orient,Abu Dhabi,Digital / en ligne,2025-08-05,VIC,2,104246.8,True,True
CUST03366,France (siège),Cannes,Recommandation VIC,2025-11-05,Découverte,2,12810.01,True,True
CUST03367,USA,Beverly Hills,Digital / en ligne,2025-08-20,Découverte,1,12136.86,False,False
CUST03368,USA,Bal Harbour,Événement privé,2024-10-21,Client fidèle,3,30959.37,True,True
CUST03369,USA,Bal Harbour,Recommandation VIC,2025-03-02,VIC,4,147735.9,True,True
CUST03370,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-03-29,Client fidèle,3,18191.08,True,True
CUST03371,Chine,Pékin,Boutique (walk-in),2025-05-12,Client fidèle,2,33804.63,False,True
CUST03372,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2024-12-10,Découverte,4,13768.66,False,True
CUST03373,USA,Bal Harbour,Événement privé,2025-07-14,Client fidèle,2,28984.84,False,False
CUST03374,France (siège),Cannes,Boutique (walk-in),2025-08-16,Découverte,1,12989.65,False,False
CUST03375,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2024-11-04,Client fidèle,3,50262.36,True,True
CUST03376,USA,Beverly Hills,Événement privé,2025-05-19,Client fidèle,2,18571.2,False,True
CUST03377,France (siège),Cannes,Recommandation VIC,2025-01-04,Client fidèle,3,57952.61,False,True
CUST03378,Japon,Tokyo Ginza,Boutique (walk-in),2026-04-18,Découverte,0,0.0,False,False
CUST03379,Chine,Pékin,Boutique (walk-in),2025-08-03,Découverte,1,17606.51,False,True
CUST03380,Moyen-Orient,Dubaï Mall,Recommandation VIC,2025-05-26,Client fidèle,2,45809.29,False,True
CUST03381,Chine,Shanghai,Boutique (walk-in),2025-06-08,Découverte,2,9296.81,False,False
CUST03382,Moyen-Orient,Abu Dhabi,Recommandation VIC,2025-12-23,Découverte,1,1028.43,False,True
CUST03383,USA,New York 5th Ave,Événement privé,2025-01-07,VIC,4,116692.15,True,True
CUST03384,USA,Beverly Hills,Digital / en ligne,2025-09-06,Client fidèle,3,31996.44,True,True
CUST03385,Japon,Osaka,Événement privé,2026-01-03,Client fidèle,1,18645.16,False,True
CUST03386,USA,New York 5th Ave,Boutique (walk-in),2026-01-29,Découverte,1,1067.01,False,True
CUST03387,USA,Beverly Hills,Recommandation VIC,2025-09-13,Client fidèle,2,18509.53,False,True
CUST03388,France (siège),Paris Champs-Élysées,Digital / en ligne,2026-04-12,Découverte,0,0.0,False,False
CUST03389,France (siège),Paris Vendôme,Boutique (walk-in),2025-06-09,Découverte,2,16726.28,False,True
CUST03390,France (siège),Cannes,Boutique (walk-in),2025-02-08,Client fidèle,3,18551.72,True,True
CUST03391,USA,New York 5th Ave,Boutique (walk-in),2025-02-22,Découverte,3,15638.18,False,True
CUST03392,Moyen-Orient,Dubaï Mall,Digital / en ligne,2025-11-01,Découverte,1,10983.47,False,True
CUST03393,Japon,Tokyo Ginza,Boutique (walk-in),2025-09-11,Découverte,2,10839.48,False,True
CUST03394,USA,Bal Harbour,Boutique (walk-in),2025-11-09,Découverte,1,11143.12,False,False
CUST03395,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2026-01-07,Découverte,1,13356.31,False,True
CUST03396,Chine,Shanghai,Boutique (walk-in),2025-04-10,Client fidèle,2,27240.47,False,True
CUST03397,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2024-10-24,Client fidèle,3,29018.34,True,True
CUST03398,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2026-02-18,Découverte,0,0.0,False,False
CUST03399,Japon,Osaka,Boutique (walk-in),2024-09-19,Client fidèle,4,48320.71,True,True
CUST03400,Japon,Tokyo Ginza,Événement privé,2026-01-09,Découverte,1,806.29,False,True
CUST03401,France (siège),Cannes,Boutique (walk-in),2025-06-01,VIC,3,91536.03,True,True
CUST03402,USA,Beverly Hills,Boutique (walk-in),2025-04-22,VIC,2,107220.94,False,True
CUST03403,Moyen-Orient,Abu Dhabi,Événement privé,2025-01-27,Client fidèle,3,43458.67,False,True
CUST03404,Chine,Pékin,Boutique (walk-in),2026-02-25,Découverte,0,0.0,False,False
CUST03405,France (siège),Cannes,Recommandation VIC,2025-11-21,Découverte,1,623.65,False,False
CUST03406,Moyen-Orient,Dubaï Mall,Recommandation VIC,2026-02-14,Client fidèle,1,42571.92,False,True
CUST03407,France (siège),Paris Vendôme,Boutique (walk-in),2026-03-07,Découverte,0,0.0,False,False
CUST03408,Moyen-Orient,Abu Dhabi,Recommandation VIC,2025-10-14,Client fidèle,1,33457.23,False,True
CUST03409,Moyen-Orient,Dubaï Mall,Recommandation VIC,2024-09-01,Client fidèle,3,36552.33,True,False
CUST03410,Chine,Shanghai,Événement privé,2024-09-28,Découverte,1,11668.37,False,False
CUST03411,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2025-12-28,Découverte,1,1132.18,False,True
CUST03412,USA,New York 5th Ave,Digital / en ligne,2025-11-26,VIC,1,84827.84,False,True
CUST03413,USA,Beverly Hills,Boutique (walk-in),2024-12-17,VIC,4,164343.99,True,True
CUST03414,Moyen-Orient,Abu Dhabi,Recommandation VIC,2025-03-06,Client fidèle,2,23244.35,True,True
CUST03415,France (siège),Paris Vendôme,Recommandation VIC,2026-01-09,Découverte,1,1070.78,False,True
CUST03416,Chine,Pékin,Digital / en ligne,2025-05-12,VIC,1,120586.69,False,False
CUST03417,Chine,Shanghai,Recommandation VIC,2025-08-30,VIC,3,88158.11,True,True
CUST03418,Chine,Shanghai,Recommandation VIC,2025-09-24,VIC,2,160927.68,True,True
CUST03419,Chine,Shanghai,Événement privé,2025-10-14,Découverte,1,10105.67,False,True
CUST03420,Japon,Tokyo Ginza,Recommandation VIC,2026-04-06,Découverte,0,0.0,False,False
CUST03421,Chine,Pékin,Boutique (walk-in),2025-10-03,Découverte,1,12986.39,False,True
CUST03422,Japon,Tokyo Ginza,Boutique (walk-in),2024-11-11,VIC,3,195112.34,True,True
CUST03423,Moyen-Orient,Abu Dhabi,Recommandation VIC,2025-06-01,VIC,3,215384.49,False,True
CUST03424,Chine,Pékin,Digital / en ligne,2026-03-09,Découverte,0,0.0,False,False
CUST03425,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-06-07,Very VIP,4,303112.56,True,True
